"ID","LACT","FDAT","DIM","Date","HOSPM","Quarter","Dateok","MAST","Trt_MAST","Trt_dec","TRT","CULTURE","CULT_res","CULT_type","REMAST","Trt_REMAST"
48180,1,01/18/2021,53,03/12/2021,HOSPM,LR,03/12/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
48192,1,12/30/2020,3,01/02/2021,HOSPM,RF,01/02/2021,,,,,CULTURE,GPRF,GP,,
48210,1,12/28/2020,26,01/23/2021,HOSPM,LR,01/23/2021,,,,,CULTURE,GPLR,GP,,
48210,1,12/28/2020,,,,,01/25/2021,MAST,SPCT3LR,SPCT3,1,,,,,
48210,1,12/28/2020,,,,,01/28/2021,,,,,,,,REMAST,SPECT5LR
48210,1,12/28/2020,36,02/02/2021,HOSPM,RECULTUR,02/02/2021,,,,,CULTURE,GPLR,GP,,
48210,1,12/28/2020,,,,,02/05/2021,,,,,,,,REMAST,SPECT5LR
48214,1,01/25/2021,37,03/03/2021,HOSPM,LR,03/03/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GP,GP,,
48214,1,01/25/2021,45,03/11/2021,HOSPM,LR,03/11/2021,,,,,CULTURE,NG,NG,,
48216,1,01/27/2021,58,03/26/2021,HOSPM,RR,03/26/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
48255,1,12/22/2020,18,01/09/2021,HOSPM,LR,01/09/2021,,,,,CULTURE,NGLR,NG,,
48270,1,02/05/2021,42,03/19/2021,HOSPM,LR,03/19/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GNLR,GN,,
48351,1,02/06/2021,5,02/11/2021,HOSPM,LF,02/11/2021,,,,,,,,,
48376,1,01/13/2021,2,01/15/2021,HOSPM,LR,01/15/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
48382,1,02/02/2021,4,02/06/2021,HOSPM,LR,02/06/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
48437,1,03/14/2021,3,03/17/2021,HOSPM,RF,03/17/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
48474,1,01/19/2021,30,02/18/2021,HOSPM,RR,02/18/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48476,1,03/10/2021,4,03/14/2021,HOSPM,LR,03/14/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR.,GP,,
48528,1,02/05/2021,,,,,02/10/2021,MAST,SPECT3RR,SPECT,1,,,,,
48584,1,02/08/2021,15,02/23/2021,HOSPM,RR,02/23/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
48595,1,02/02/2021,15,02/17/2021,HOSPM,RR,02/17/2021,,,,,CULTURE,NGRR,NG,,
48595,1,02/02/2021,,,,,02/18/2021,MAST,NOTXTO,NOTXT,0,,,,,
48595,1,02/02/2021,33,03/07/2021,HOSPM,RR,03/07/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
48595,1,02/02/2021,,,,,03/10/2021,,,,,,,,REMAST,SPECT5RR
48702,1,03/26/2021,5,03/31/2021,HOSPM,LF,03/31/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
48718,1,03/01/2021,17,03/18/2021,HOSPM,RR,03/18/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
48718,1,03/01/2021,22,03/23/2021,HOSPM,RR,03/23/2021,,,,,CULTURE,NGRR,NG,,
48763,1,03/16/2021,7,03/23/2021,HOSPM,RF,03/23/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
48763,1,03/16/2021,,,,,03/26/2021,,,,,,,,REMAST,SPECT5RF
48824,1,03/19/2021,11,03/30/2021,HOSPM,LR,03/30/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
48871,1,03/24/2021,6,03/30/2021,HOSPM,LR,03/30/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
49767,1,01/21/2021,32,02/22/2021,HOSPM,RR,02/22/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
49767,1,01/21/2021,41,03/03/2021,HOSPM,RR,03/03/2021,,,,,CULTURE,NGRR,NG,,
